adgroup_id,adgroup_name,campaign_name,campaign_type,parsed_model,matched_json_model,launch_kr,preorder_kr,announce_kr,source_tier,match_confidence,model_known,cost_365d,golf_flag
grp-a001-01-000000049354066,02.아이패드_에어_7세대_강화유리코팅,○ 02. 파워링크_MO,WEB_SITE,ipad:air7,"아이패드 에어 7세대(11/13인치, M3)",2025-04-10,2025-04-03,2025-03-04,press,exact,True,2130,False
grp-a001-01-000000049354073,02.아이패드_에어_7세대_강화유리코팅,○ 02. 파워링크_PC,WEB_SITE,ipad:air7,"아이패드 에어 7세대(11/13인치, M3)",2025-04-10,2025-04-03,2025-03-04,press,exact,True,1030,False
grp-a001-01-000000049549995,"02.아이패드_프로 6,7세대",○ 02. 파워링크_MO,WEB_SITE,ipad:pro6|ipad:pro7,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 7세대(11/13인치, M4)",2022-11-30,2022-11-17,2022-10-18,press,fuzzy,True,60530,False
grp-a001-01-000000049863305,01. 갤럭시 플립5,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:5,갤럭시 Z 플립5,2023-08-12,2023-08-01,2023-07-26,press,exact,True,488530,False
grp-a001-01-000000049864292,01. 갤럭시 플립4,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:4,갤럭시 Z 플립4,2022-08-26,2022-08-16,2022-08-10,official,exact,True,85470,False
grp-a001-01-000000049865057,"01. 갤럭시 플립1,2",○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:1-2,,,,,,unresolved,True,28280,False
grp-a001-01-000000049865502,01. 갤럭시 플립3~6힌지,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:3,갤럭시 Z 플립3,2021-08-27,2021-08-17,2021-08-11,official,exact,True,136940,False
grp-a001-01-000000049866750,01. 갤럭시폴드3~6힌지필름,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_fold:3,갤럭시 Z 폴드3,2021-08-27,2021-08-17,2021-08-11,official,exact,True,148480,False
grp-a001-01-000000050212614,00. 갤럭시s25엣지,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,113840,False
grp-a001-01-000000050221991,00. 갤럭시s25엣지,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,27810,False
grp-a001-01-000000050397977,00. 갤럭시s25엣지(사생활),○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,55530,False
grp-a001-01-000000050409988,00. 갤럭시s25엣지(사생활),○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,6790,False
grp-a001-01-000000051955092,02. 아이폰16e_지문방지,○ 02. 파워링크_MO,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,22606,False
grp-a001-01-000000052182861,01. 갤럭시 플립7,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:7,갤럭시 Z 플립7,2025-07-25,2025-07-15,,press,exact,True,1581083,False
grp-a001-01-000000052225586,01. 갤럭시 플립7,○ 02. 파워링크_PC,WEB_SITE,galaxy_z_flip:7,갤럭시 Z 플립7,2025-07-25,2025-07-15,,press,exact,True,357459,False
grp-a001-01-000000052260531,01. 갤럭시 폴드7,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_fold:7,갤럭시 Z 폴드7,2025-07-25,2025-07-15,,press,exact,True,1901329,False
grp-a001-01-000000052263060,01. 갤럭시폴드7,○ 02. 파워링크_PC,WEB_SITE,galaxy_z_fold:7,갤럭시 Z 폴드7,2025-07-25,2025-07-15,,press,exact,True,336107,False
grp-a001-01-000000052822167,00. 플립7 케이스,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_flip:7,갤럭시 Z 플립7,2025-07-25,2025-07-15,,press,exact,True,210830,False
grp-a001-01-000000052822210,00. 폴드7 케이스,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_fold:7,갤럭시 Z 폴드7,2025-07-25,2025-07-15,,press,exact,True,324970,False
grp-a001-01-000000053177765,맥세이프카드지갑,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,144790,False
grp-a001-01-000000053180338,맥세이프카드지갑,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,94340,False
grp-a001-01-000000053266390,56. 방수팩,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,35438,False
grp-a001-01-000000053273491,56. 방수팩,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,1350,False
grp-a001-01-000000054203750,셀카봉,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,410702,False
grp-a001-01-000000054212536,셀카봉,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,119519,False
grp-a001-01-000000054403622,맥세이프거치대,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,39210,False
grp-a001-01-000000054405090,맥세이프거치대,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,11270,False
grp-a001-01-000000054618773,17 아이폰_맥세이프케이스,○ 02. 파워링크_PC,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,84703,False
grp-a001-01-000000054664266,,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,0,False
grp-a001-01-000000054666555,00. 아이폰17_사생활,○ 02. 파워링크_MO,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,410460,False
grp-a001-01-000000054666566,00. 아이폰17_강화유리,○ 02. 파워링크_MO,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,982310,False
grp-a001-01-000000054671417,00. 아이폰17_강화유리,○ 02. 파워링크_PC,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,400098,False
grp-a001-01-000000054671419,00. 아이폰17_사생활,○ 02. 파워링크_PC,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,95030,False
grp-a001-01-000000055142639,01. 갤럭시탭_S11,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S11,갤럭시탭 S11 (+울트라),2025-09-19,,2025-09-04,press,exact,True,186005,False
grp-a001-01-000000055151707,01. 갤럭시탭_S11,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S11,갤럭시탭 S11 (+울트라),2025-09-19,,2025-09-04,press,exact,True,90800,False
grp-a001-01-000000056068060,모션링 맥세이프 그립톡,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,99870,False
grp-a001-01-000000056068629,모션링 맥세이프 그립톡,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,18040,False
grp-a001-01-000000058445222,14. 트라이폴드,○ 02. 파워링크_MO,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,52700,False
grp-a001-01-000000058445534,14. 트라이폴드,○ 02. 파워링크_PC,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,19460,False
grp-a001-01-000000059039599,00. 아이폰SE2 SE3,○ 02. 파워링크_PC,WEB_SITE,iphone:UNKNOWN_SE2,,,,,,unresolved,True,4670,False
grp-a001-01-000000059040364,00. 아이폰SE2 SE3,○ 02. 파워링크_MO,WEB_SITE,iphone:UNKNOWN_SE2,,,,,,unresolved,True,13020,False
grp-a001-01-000000060480003,S25_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,276423,False
grp-a001-01-000000060480311,S25플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,280476,False
grp-a001-01-000000060480313,S25울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,806429,False
grp-a001-01-000000060480315,S25엣지_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25 Edge,갤럭시 S25 엣지,2025-05-23,2025-05-14,2025-05-13,press,exact,True,335261,False
grp-a001-01-000000060480386,S24_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,405808,False
grp-a001-01-000000060480649,S24플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,135601,False
grp-a001-01-000000060480724,S24울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,715939,False
grp-a001-01-000000060480725,S23_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,421154,False
grp-a001-01-000000060480727,S23플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,221135,False
grp-a001-01-000000060480728,S23울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,571389,False
grp-a001-01-000000060481114,S22_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,148565,False
grp-a001-01-000000060481115,S22플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,77635,False
grp-a001-01-000000060481178,S22울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,309833,False
grp-a001-01-000000060481180,S24FE_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24 FE,갤럭시 S24 FE,2024-11-01,,2024-09-26,press,exact,True,178929,False
grp-a001-01-000000060481584,S23FE_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23FE_unresolved,,,,,,unresolved,True,26906,False
grp-a001-01-000000060481588,S21_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,58659,False
grp-a001-01-000000060481589,S21플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,68390,False
grp-a001-01-000000060481590,S21울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,142049,False
grp-a001-01-000000060481591,S20플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,66311,False
grp-a001-01-000000060489568,S20_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,67692,False
grp-a001-01-000000060489686,S20울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,67950,False
grp-a001-01-000000060489687,S20FE_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,28126,False
grp-a001-01-000000060530499,S25FE_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25FE_unresolved,,,,,,unresolved,True,192263,False
grp-a001-01-000000060531067,플립1_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:1-2,,,,,,unresolved,True,13453,False
grp-a001-01-000000060531082,플립2_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:1-2,,,,,,unresolved,True,25836,False
grp-a001-01-000000060531708,플립3_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:3,갤럭시 Z 플립3,2021-08-27,2021-08-17,2021-08-11,official,exact,True,20048,False
grp-a001-01-000000060531709,플립5_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:5,갤럭시 Z 플립5,2023-08-12,2023-08-01,2023-07-26,press,exact,True,263767,False
grp-a001-01-000000060531710,플립4_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:4,갤럭시 Z 플립4,2022-08-26,2022-08-16,2022-08-10,official,exact,True,93884,False
grp-a001-01-000000060531711,플립6_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:6,갤럭시 Z 플립6,2024-07-19,2024-07-12,2024-07-10,official,exact,True,295449,False
grp-a001-01-000000060531781,플립7_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_flip:7,갤럭시 Z 플립7,2025-07-25,2025-07-15,,press,exact,True,707701,False
grp-a001-01-000000060548659,폴드2_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:1-2,,,,,,unresolved,True,77048,False
grp-a001-01-000000060548667,폴드3_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:3,갤럭시 Z 폴드3,2021-08-27,2021-08-17,2021-08-11,official,exact,True,55903,False
grp-a001-01-000000060548974,폴드4_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:4,갤럭시 Z 폴드4,2022-08-26,2022-08-16,2022-08-10,official,exact,True,107652,False
grp-a001-01-000000060554859,폴드5_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:5,갤럭시 Z 폴드5,2023-08-12,2023-08-01,2023-07-26,press,exact,True,156177,False
grp-a001-01-000000060554861,폴드SE_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:SE_unresolved,,,,,,unresolved,True,124972,False
grp-a001-01-000000060554862,폴드7_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:7,갤럭시 Z 폴드7,2025-07-25,2025-07-15,,press,exact,True,1201249,False
grp-a001-01-000000060554863,폴드6_지문방지,○ 갤럭시 파워링크,WEB_SITE,galaxy_z_fold:6,갤럭시 Z 폴드6,2024-07-19,2024-07-12,2024-07-10,official,exact,True,249956,False
grp-a001-01-000000060558824,트라이폴드_지문방지,○ 갤럭시 파워링크,WEB_SITE,,,,,,,no_model,False,21886,False
grp-a001-01-000000060603885,아이폰17_사생활보호,○ 아이폰 파워링크,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,325900,False
grp-a001-01-000000060603888,아이폰17에어_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,70542,False
grp-a001-01-000000060603890,아이폰17프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,93358,False
grp-a001-01-000000060603891,아이폰17프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:17,아이폰17(추정 매핑),2025-09-19,,,inferred_from_order,fuzzy,True,236976,False
grp-a001-01-000000060604009,아이폰12_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_12,,,,,,unresolved,True,2874,False
grp-a001-01-000000060604010,아이폰12미니_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_12,,,,,,unresolved,True,641,False
grp-a001-01-000000060604011,아이폰12프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_12,,,,,,unresolved,True,33643,False
grp-a001-01-000000060604013,아이폰12프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_12,,,,,,unresolved,True,13382,False
grp-a001-01-000000060604014,아이폰13_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_13,,,,,,unresolved,True,143018,False
grp-a001-01-000000060604015,아이폰13미니_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_13,,,,,,unresolved,True,187129,False
grp-a001-01-000000060604017,아이폰13프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_13,,,,,,unresolved,True,70974,False
grp-a001-01-000000060604019,아이폰13프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_13,,,,,,unresolved,True,48287,False
grp-a001-01-000000060604020,아이폰14_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,28988,False
grp-a001-01-000000060604022,아이폰14프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,124967,False
grp-a001-01-000000060604025,아이폰14프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,44686,False
grp-a001-01-000000060604027,아이폰14플러스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,3451,False
grp-a001-01-000000060604029,아이폰15_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:15,아이폰15(추정 매핑),2023-09-22,,,inferred_from_order,fuzzy,True,234989,False
grp-a001-01-000000060604032,아이폰15프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:15,아이폰15(추정 매핑),2023-09-22,,,inferred_from_order,fuzzy,True,360994,False
grp-a001-01-000000060604034,아이폰15프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:15,아이폰15(추정 매핑),2023-09-22,,,inferred_from_order,fuzzy,True,168499,False
grp-a001-01-000000060604037,아이폰15플러스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:15,아이폰15(추정 매핑),2023-09-22,,,inferred_from_order,fuzzy,True,18742,False
grp-a001-01-000000060604039,아이폰16_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,183166,False
grp-a001-01-000000060604040,아이폰16프로_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,134856,False
grp-a001-01-000000060604043,아이폰16프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,104903,False
grp-a001-01-000000060604044,아이폰16플러스_강화유리,○ 아이폰 파워링크,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,24214,False
grp-a001-01-000000060609365,노트8_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트8,,,,,,unresolved,True,25736,False
grp-a001-01-000000060610033,노트9_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트9,,,,,,unresolved,True,78227,False
grp-a001-01-000000060610036,노트10_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트10,,,,,,unresolved,True,67768,False
grp-a001-01-000000060610039,노트10플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트10플러스,,,,,,unresolved,True,75008,False
grp-a001-01-000000060610042,A23_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A23,갤럭시 A23,2022-03-25,,,unverified,exact,True,40521,False
grp-a001-01-000000060610047,A24_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A24,갤럭시 A24,2023-05-19,,2023-04-19,press,exact,True,25135,False
grp-a001-01-000000060610050,A33_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A33,갤럭시 A33,2022-07-29,,2022-03-17,unverified,exact,True,9116,False
grp-a001-01-000000060612108,A53_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A53,갤럭시 A53,2022-03-25,2022-03-18,2022-03-17,official,exact,True,20285,False
grp-a001-01-000000060612109,S10E_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,28729,False
grp-a001-01-000000060612110,S10플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,28675,False
grp-a001-01-000000060612113,A73_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A73,,,,,,unresolved,True,4792,False
grp-a001-01-000000060612114,S10_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,74431,False
grp-a001-01-000000060612115,S8_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,21669,False
grp-a001-01-000000060612840,S9플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,15738,False
grp-a001-01-000000060612841,S105G_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,30386,False
grp-a001-01-000000060612842,S8플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,10454,False
grp-a001-01-000000060612843,S9_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,29537,False
grp-a001-01-000000060612844,A16_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A16,갤럭시 A16 LTE,2024-11-29,,2024-10-15,press,fuzzy,True,107142,False
grp-a001-01-000000060612964,노트20_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트20,,,,,,unresolved,True,158239,False
grp-a001-01-000000060613245,A54_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A54,"갤럭시 A54 (국내명: 갤럭시 퀀텀4, SKT 단독)",2023-06-08,,2023-03,press,exact,True,12505,False
grp-a001-01-000000060613246,A55_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A55,"갤럭시 A55 (국내명: 갤럭시 퀀텀5, SKT 단독)",2024-08-28,2024-08-23,2024-03-11,press,exact,True,15062,False
grp-a001-01-000000060613247,A25_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A25,갤럭시 A25,2024-01-05,,,official,exact,True,19886,False
grp-a001-01-000000060613249,A34_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A34,갤럭시 A34,2023-03-31,,,official,exact,True,26577,False
grp-a001-01-000000060613254,A35_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A35,갤럭시 A35,2024-06-21,,,official,exact,True,23869,False
grp-a001-01-000000060613256,A15_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A15,갤럭시 A15,2024-03-18,,,official,exact,True,13746,False
grp-a001-01-000000060617379,A17_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,galaxy_a:A17,갤럭시 A17 LTE,2025-11-07,,,official,fuzzy,True,125710,False
grp-a001-01-000000060617381,노트20울트라_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,note:노트20울트라,,,,,,unresolved,True,87125,False
grp-a001-01-000000060763483,S21_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,74599,False
grp-a001-01-000000060763689,S22_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,57056,False
grp-a001-01-000000060763694,S23_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,313914,False
grp-a001-01-000000060763718,S24_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,63422,False
grp-a001-01-000000060763874,S25_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,281708,False
grp-a001-01-000000060763875,노트20_사생활보호,○ 갤럭시 파워링크,WEB_SITE,note:노트20,,,,,,unresolved,True,97890,False
grp-a001-01-000000060763876,S25엣지_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25 Edge,갤럭시 S25 엣지,2025-05-23,2025-05-14,2025-05-13,press,exact,True,111175,False
grp-a001-01-000000060763877,S20_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,34842,False
grp-a001-01-000000060764711,아이폰16_사생활보호,○ 아이폰 파워링크,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,82573,False
grp-a001-01-000000060764713,아이폰15_사생활보호,○ 아이폰 파워링크,WEB_SITE,iphone:15,아이폰15(추정 매핑),2023-09-22,,,inferred_from_order,fuzzy,True,206003,False
grp-a001-01-000000060764895,아이폰14_사생활보호,○ 아이폰 파워링크,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,24442,False
grp-a001-01-000000060765090,S20플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,23841,False
grp-a001-01-000000060765091,S21플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,54430,False
grp-a001-01-000000060765092,S21울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,39242,False
grp-a001-01-000000060765094,S20울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,13084,False
grp-a001-01-000000060784942,S22플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,119523,False
grp-a001-01-000000060784943,S22울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,220027,False
grp-a001-01-000000060784944,S23플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,171149,False
grp-a001-01-000000060792702,S23울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S23,갤럭시 S23 (+/울트라/FE),2023-02-17,2023-02-07,2023-02-01,unverified,exact,True,629255,False
grp-a001-01-000000060792703,S24플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,72539,False
grp-a001-01-000000060792982,S25울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,464133,False
grp-a001-01-000000060792983,S24울트라_사생활보호,○ 갤럭시 파워링크,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,180331,False
